Stock Index,Stock Price
AC3518,565.9184561662723
AC3519,974.1648932391472
AC3520,1767.4725451421475
AC3521,771.4936437393319
AC3522,1233.3463873263145
AC3523,1017.0988808667544
AC3524,1170.7361810724285
AC3525,797.0157579713145
AC3526,452.501754717506
AC3527,98.33615663877299
AC3528,81.87561437774275
AC3529,993.4284212414998
AC3530,516.6403021904874
AC3531,601.0838641807843
AC3532,798.7096320535178
AC3533,528.8919673502634
AC3534,797.0157579713145
AC3535,915.6091093663831
AC3536,234.75379765934537
AC3537,129.1190256507865
AC3538,839.1044591449462
AC3539,1254.082263232039
AC3540,354.02572645578584
AC3541,532.7342982651567
AC3542,322.61018989977936
AC3543,1049.9288011272156
AC3544,430.9818869480024
AC3545,452.50243518732645
AC3546,452.50243518732645
AC3547,601.5969854645896
AC3548,84.59547492134726
AC3549,1665.3136336405573
AC3550,833.479133680486
AC3551,648.8892094882315
AC3552,319.45598065779006
AC3553,883.7381015447137
AC3554,289.38521625703254
AC3555,197.0972233190223
AC3556,1034.4196357286587
AC3557,627.6328458963665
AC3558,1301.9422398482775
AC3559,539.2617436475637
AC3560,161.7266048218728
AC3561,182.35957099407773
AC3562,772.2194820007047
AC3563,1088.2874034316924
AC3564,1504.7769192098613
AC3565,696.1337585468091
AC3566,286.5070372302364
AC3567,211.25661518763917
AC3568,137.52966240525285
AC3569,335.46922747446456
AC3570,773.5171623334775
AC3571,604.2247458753
AC3572,469.1217907085714
AC3573,1274.9264566552893
AC3574,660.311163415118
AC3575,159.83927750992933
AC3576,562.2617947350624
AC3577,1680.1394066128207
AC3578,89.07818292054941
AC3579,1473.5425331417032
AC3580,119.07704324349737
AC3581,86.67117466562058
AC3582,245.55300910694265
AC3583,690.4461467870998
AC3584,183.97740408183137
AC3585,111.05764043910187
AC3586,404.9728070733933
AC3587,21.78267693418468
AC3588,214.0084542316103
AC3589,155.00535492312434
AC3590,287.9067334349965
AC3591,347.3857668173895
AC3592,287.3875459497424
AC3593,62.133766250087376
AC3594,130.04537144908363
AC3595,364.87545761797753
AC3596,831.1134995535025
AC3597,84.10539092194836
AC3598,211.44781845575022
AC3599,1203.2107812521863
AC3600,1277.8838697099718
AC3601,982.1502882664383
AC3602,782.1578738492994
AC3603,1673.9406471835819
AC3604,301.7423671361555
AC3605,774.2823763275167
AC3606,1211.988250188327
AC3607,34.525577898740096
AC3608,1034.642023694993
AC3609,506.4397259648952
AC3610,191.88577091140183
AC3611,780.4138015435456
AC3612,99.06073810053527
AC3613,1231.380543007729
AC3614,475.40601751075525
AC3615,447.2563048614062
AC3616,285.661336920752
AC3617,1290.1772116127831
AC3618,111.12341237677924
AC3619,246.5482396419582
AC3620,222.1134008944666
AC3621,822.523767508764
AC3622,287.76180668745235
AC3623,305.7629060325454
AC3624,726.1425678484397
AC3625,249.22802972491533
AC3626,104.62104640226227
AC3627,652.2261728896895
AC3628,51.955452789839455
AC3629,58.01295093071616
AC3630,586.2757431289792
AC3631,42.04822657149191
AC3632,161.93941554416955
AC3633,290.2973296129509
AC3634,1424.5336823049172
AC3635,287.3032995574548
AC3636,1192.1064819347453
AC3637,358.968310526759
AC3638,994.688896534404
AC3639,200.84836273767058
AC3640,889.5357957500671
AC3641,552.6150548452036
AC3642,117.52619204112733
AC3643,612.2368968289061
AC3644,747.5699965301833
AC3645,1135.662347301037
AC3646,653.6241178806636
AC3647,375.72243079588696
AC3648,226.0454560737669
AC3649,408.8557138413883
AC3650,690.7344757257681
AC3651,1344.5884786277638
AC3652,355.8587282114414
AC3653,584.4935123307996
AC3654,1208.537363967162
AC3655,381.85936033107635
AC3656,362.89516902023934
AC3657,919.2319992839113
AC3658,927.1506201305846
AC3659,525.9849720210356
AC3660,130.0536060579817
AC3661,133.76928274340645
AC3662,303.53863275914307
AC3663,803.4794289048493
AC3664,417.66284965650584
AC3665,863.7279066814385
AC3666,387.0302602646794
AC3667,619.9595428078574
AC3668,1292.4263560967815
AC3669,1174.2464040747038
AC3670,423.4317669170428
AC3671,86.67117466562058
AC3672,353.7625079795404
AC3673,889.4438240656893
AC3674,901.5119645829541
AC3675,601.492231759499
AC3676,1366.429511113099
AC3677,1072.1780834036742
AC3678,1245.6033523538763
AC3679,411.88834384692944
AC3680,647.5027456294389
AC3681,582.8040120834892
AC3682,245.47343810345845
AC3683,556.1235803744398
AC3684,463.000686274931
AC3685,142.36735241796669
AC3686,272.710212559119
AC3687,808.2723535970354
AC3688,216.00249009216634
AC3689,786.3268443532893
AC3690,644.087965988581
AC3691,485.13551496417745
AC3692,207.40308386113853
AC3693,156.22560845510054
AC3694,224.027116250307
AC3695,221.02428273184037
AC3696,105.90282819371293
AC3697,344.3461116578461
AC3698,151.57699401718054
AC3699,124.91380136567687
AC3700,1141.544294739756
AC3701,241.42938072063305
AC3702,427.7884594398081
AC3703,185.06001459028477
AC3704,277.4008949635478
AC3705,671.9684896022999
AC3706,664.6257409411857
AC3707,1524.124396358223
AC3708,1210.6954740813244
AC3709,492.68823655741056
AC3710,123.98385161942798
AC3711,1082.7640710855442
AC3712,329.18428253152285
AC3713,960.0316995576992
AC3714,1486.3095394810925
AC3715,1361.8842272411266
AC3716,194.856382539908
AC3717,821.5812571892577
AC3718,1376.3459079736676
AC3719,1056.831929004829
AC3720,108.24283289224115
AC3721,313.4345325154804
AC3722,1526.6900814256026
AC3723,573.8002062213014
AC3724,80.7582961701815
AC3725,934.8992262846216
AC3726,103.02849104139665
AC3727,593.5431810459385
AC3728,298.55312591331176
AC3729,352.4411685433708
AC3730,571.2909783691696
AC3731,965.6054881846036
AC3732,540.0661840090008
AC3733,153.18243102619317
AC3734,474.82434201876174
AC3735,352.8055413806191
AC3736,699.0696727731612
AC3737,509.44539135096414
AC3738,352.203954235314
AC3739,65.25100999246933
AC3740,358.0526639139018
AC3741,753.1311487174878
AC3742,724.3107921577987
AC3743,829.8649933871122
AC3744,63.32375962546814
AC3745,101.57780064944035
AC3746,333.2379654314698
AC3747,396.24610136554713
AC3748,110.25181638955803
AC3749,498.78565717235495
AC3750,1441.3801784153675
AC3751,54.140625339653695
AC3752,85.11609089046499
AC3753,361.56893753163257
AC3754,665.331604223823
AC3755,62.458571595916396
AC3756,337.3481565951511
AC3757,452.50243518732645
AC3758,452.50243518732645
AC3759,534.077363699503
AC3760,221.7103797539804
AC3761,446.9760214527179
AC3762,509.54877599532904
AC3763,898.7610137723531
AC3764,446.66059630582777
AC3765,317.8500501866547
AC3766,463.31247384320784
AC3767,68.24136216976882
AC3768,1057.042115571284
AC3769,1097.4277859394695
AC3770,136.19867357226417
AC3771,684.4868430001619
AC3772,457.3097779209707
AC3773,80.73980653787163
AC3774,255.84202216395232
AC3775,33.68830116960049
AC3776,305.67065868115617
AC3777,101.08633985600738
AC3778,887.3092244374359
AC3779,1757.0426562043904
AC3780,105.81040848816565
AC3781,658.3572759919757
AC3782,119.97396973451498
AC3783,609.8227057424708
AC3784,287.9067334349965
AC3785,368.8661751868503
AC3786,414.7860939874363
AC3787,232.6029477408275
AC3788,721.9673451341168
AC3789,1469.9137532659147
AC3790,863.6051859439525
AC3791,191.94995790320667
AC3792,879.5570954108606
AC3793,298.27579186108665
AC3794,845.4328650135745
AC3795,492.28974370933963
AC3796,304.15152413582337
AC3797,116.1295089401732
AC3798,613.1370153593065
AC3799,1050.0687410372602
AC3800,81.99256164541043
AC3801,93.48033757394853
AC3802,226.17642661234578
AC3803,77.40465247701235
AC3804,24.07811960055693
AC3805,29.555363251213237
AC3806,773.4671475991796
AC3807,166.7878520739494
AC3808,1438.8976391028873
AC3809,183.72851347646866
AC3810,511.8605428846084
AC3811,320.26795162205656
AC3812,571.4062858078294
AC3813,1055.8573078531797
AC3814,784.8511896368693
AC3815,177.516486084721
AC3816,821.8387681057574
AC3817,323.4693045848521
AC3818,1636.0151048163775
AC3819,88.64096083603789
AC3820,147.00737669841925
AC3821,270.7502606617869
AC3822,211.94826050056574
AC3823,432.1512311713449
AC3824,430.39008281796765
AC3825,376.09871124103546
AC3826,372.4217078944883
AC3827,575.217951103796
AD1,136.38079338154762
AD2,393.7791743857939
AD3,67.89271364763835
AD4,615.1799746738134
AD5,105.73124457579024
AD6,150.1093104289642
AD7,367.70308937874967
AD8,705.3399203514861
AD9,630.2749769726285
AD10,339.04505796145406
AD11,135.8588923996299
AD12,148.5564892931166
AD13,789.7889186961781
AD14,701.989322531776
AD15,1013.7155767792946
AD16,625.8468011266891
AD17,766.7177590273543
AD18,565.138489549033
AD19,1531.1306842525673
AD20,209.72399446615916
AD21,819.6042899657549
AD22,1304.2434758547533
AD23,1633.1382924084821
AD24,310.44667859574974
AD25,739.5947959225357
AD26,548.1071776497263
AD27,347.58465230143554
AD28,262.09635991621366
AD29,764.5080424820102
AD30,1128.3011242722523
AD31,277.3559143627585
AD32,401.3651610555139
AD33,487.08663817975975
AD34,221.80937550003802
AD35,656.1401354035237
AD36,192.12035981499537
AD37,34.765526432925014
AD38,1600.7825721711652
AD39,786.3704221763201
AD40,473.7079344086987
AD41,50.86536955133715
AD42,178.88555730776864
AD43,140.73464164439685
AD44,817.0359704553484
AD45,1702.021149243813
AD46,506.6797170162149
AD47,208.17165223796474
AD48,168.47461592089866
AD49,263.9186563806636
AD50,566.6596630036676
AD51,49.76226402052316
AD52,78.46725778083737
AD53,487.39440928463165
AD54,133.78962232995855
AD55,592.1391285385839
AD56,1132.832234817728
AD57,827.0361325580461
AD58,1189.7969601217933
AD59,635.7510759800398
AD60,614.3371975173385
AD61,814.8632187604269
AD62,1657.5611937138508
AD63,697.4709554075423
AD64,993.4282598615924
AD65,186.21196690095303
AD66,373.9351048885988
AD67,119.7954598390968
AD68,1100.920215783968
AD69,197.5611570713163
AD70,22.700752611226903
AD71,453.0562576981715
AD72,677.2443158924881
AD73,359.3768515315577
AD74,208.00530770551583
AD75,773.9590434809331
AD76,1402.27033194061
AD77,269.8697524350762
AD78,398.6962124576599
AD79,1546.1865914093723
AD80,750.3285850100619
AD81,1187.9925838836652
AD82,592.4113659028827
AD83,97.47834885666288
AD84,482.5792670251058
AD85,991.8706096694212
AD86,521.2848169443449
AD87,533.474204516927
AD88,635.1606526793336
AD89,75.35161077986851
AD90,796.6194165507868
AD91,1369.8638713512164
AD92,202.91809574758202
AD93,575.0127341306577
AD94,519.2260788507683
AD95,144.20457455530675
AD96,675.7851150080769
AD97,343.9921147758813
AD98,1094.069118142943
AD99,38.85855693425549
AD100,806.1373600605109
AD101,219.49313582909102
AD102,104.10852761335997
AD103,150.50292291830021
AD104,245.44951258244743
AD105,991.9143891386306
AD106,866.2076235678371
AD107,1255.0230118816976
AD108,1199.3780335658414
AD109,127.33402500090659
AD110,649.027510323475
AD111,510.3278282526063
AD112,1204.7073958996382
AD113,327.3678670296879
AD114,270.4119708126423
AD115,322.32884407218467
AD116,643.3715290117816
AD117,821.6116078320069
AD118,117.88490371317039
AD119,325.70276507198946
AD120,81.42519864405767
AD121,97.98003722995236
AD122,591.8181097579318
AD123,32.8241979894492
AD124,568.0438572596132
AD125,599.3322800125607
AD126,413.24461676676935
AD127,1270.3677512360484
AD128,427.1148710947002
AD129,693.5502700754538
AD130,265.3190085344592
AD131,811.917412229757
AD132,505.7486799400992
AD133,732.2519421164461
AD134,380.55954567876347
AD135,1561.2806670905527
AD136,812.9606586878404
AD137,464.07668527872323
AD138,829.7080035123328
AD139,1506.1304552563477
AD140,403.9075634133594
AD141,76.93070234629772
AD142,814.9381043912595
AD143,131.91394158330024
AD144,141.320255390677
AD145,177.1942640464934
AD146,1172.2652472663356
AD147,920.6311412433311
AD148,819.1050288596211
AD149,1098.5189232405155
AD150,744.3906213921414
AD151,259.23236834446146
AD152,1109.3726677995846
AD153,444.40888057174584
AD154,404.58939345841856
AD155,508.75430010113115
AD156,148.6841657605836
AD157,1342.0429352141734
AD158,377.38483208722425
AD159,764.1649230402347
AD160,1199.3780335658414
AD161,674.840359307503
AD162,198.5758753575543
AD163,520.4575104521667
AD164,880.6120923936501
AD165,580.6991881786305
AD166,442.29557716180926
AD167,440.61062488465
AD168,446.4007543266723
AD169,826.3322465351631
AD170,94.79073011252126
AD171,719.7379991368205
AD172,239.81009965863268
AD173,605.4455781520064
AD174,662.8940783603629
AD175,332.86925120683156
AD176,306.42690460170934
AD177,417.8455978672329
AD178,1234.1383854439903
AD179,877.7404265672797
AD180,71.70276486269904
AD181,1282.8542402156604
AD182,257.58925123894016
AD183,69.91823429556229
AD184,1326.695700001892
AD185,456.61250586797945
AD186,1281.1465941107306
AD187,523.5224194566783
AD188,80.81563813487492
AD189,1144.897612701063
AD190,381.2727248793781
AD191,99.74288378256955
AD192,614.633050519964
AD193,32.11506061981714
AD194,339.1067420824451
AD195,588.0379328424152
AD196,831.017175586253
AD197,1179.7991581167003
AD198,186.4406078147286
AD199,105.49782123120121
AD200,612.2368968289061
AD201,1183.6280613770919
AD202,92.70842158259302
AD203,540.1925567590549
AD204,1102.825405578191
AD205,168.58838131689936
AD206,299.636509347492
AD207,839.6624828390404
AD208,715.5423922007544
AD209,616.6483867217062
AD210,1908.6726355598398
AD211,386.3500543112584
AD212,1135.6840314844685
AD213,1317.6594482429305
AD214,388.59007329546057
AD215,581.8569195579448
AD216,49.93235385732214
AD217,1486.744138166474
AD218,836.6645331657463
AD219,358.17588752630786
AD220,402.7591009161219
AD221,458.92141139509397
AD222,1305.636572784178
AD223,52.202834357029815
AD224,835.1747887733784
AD225,471.62134621655423
AD226,1691.3476899782866
AD227,526.1612233292203
AD228,274.9123858978053
AD229,391.8932077995486
AD230,398.2527967345912
AD231,480.74238000950817
AD232,852.4687305600289
AD233,574.3660582641579
AD234,543.525522480875
AD235,290.1445339446394
AD236,372.6199774513112
AD237,410.11683519867586
AD238,703.7891131353132
AD239,826.423003344242
AD240,1574.5343986660803
AD241,656.0675660069867
AD242,85.08626796814917
AD243,901.5119645829541
AD244,626.9332325654202
AD245,304.70188563090835
AD246,618.5096120574833
AD247,1365.2984988526505
AD248,699.6283922806263
AD249,272.7677478617634
AD250,820.8981378699892
AD251,632.2335219093744
AD252,1376.4011527069954
AD253,147.8757447662611
AD254,75.48485489743769
AD255,665.4460491332338
AD256,120.40011460608451
AD257,1709.5969958705698
AD258,565.4840432530403
AD259,237.97968800505382
AD260,687.2373599435746
AD261,145.71222818183526
AD262,39.199827437731585
AD263,661.6298647226306
AD264,338.10309018484764
AD265,699.0696727731612
AD266,287.21425780828434
AD267,130.69098869407395
AD268,1030.7128762993555
AD269,783.8538204138517
AD270,1520.3915513078616
AD271,203.66254220617884
AD272,509.9514902822679
AD273,99.44509543075839
AD274,270.4987496674282
AD275,861.8163471776527
AD276,185.8361382598648
AD277,55.51450310527542
AD278,770.6374761708475
AD279,277.6144847644777
AD280,793.3476371795647
AD281,416.1229485479574
AD282,1361.925535154564
AD283,146.89926905008315
AD284,66.84203619281834
AD285,199.9677607296793
AD286,89.89820971438343
AD287,535.8561451343518
AD288,277.72597400390805
AD289,92.91108959461712
AD290,1740.5456132898912
AD291,169.33259247339726
AD292,795.2841445523088
AD293,724.5881815083462
AD294,793.4662799160676
AD295,262.09373081007834
AD296,529.1649061383191
AD297,46.266601970514216
AD298,766.7412954104967
AD299,879.9770038127931
AD300,305.56819583131085
AD301,151.99034244071987
AD302,365.35944187297144
AD303,527.5371164135561
AD304,972.4068496908046
AD305,584.7835801665171
AD306,394.13884332048764
AD307,176.89214469337384
AD308,393.910608647578
AD309,187.6953648156645
AD310,571.680219807903
AD311,714.8207209117282
AD312,1894.4281163307992
AD313,1384.3438469809546
AD314,148.7260906040163
AD315,709.8087591824312
AD316,531.5306191380755
AD317,1240.5393731200932
AD318,517.1647781971673
AD319,337.01641203118515
AD320,461.56420049407916
AD321,1190.2838021523266
AD322,351.3061856008059
AD323,44.256290455749706
AD324,668.1479725406898
AD325,1249.4565698884599
AD326,473.4418500030419
AD327,1250.4232959280503
AD328,356.9580294697907
AD329,1155.0086498691794
AD330,826.0232484461936
AD331,450.00043632239306
AD332,474.24579020224854
AD333,383.29076449587893
AD334,384.86182908128853
AD335,252.2140969810061
AD336,75.77333848361855
AD337,506.54226130331483
AD338,235.8874687533616
AD339,1189.6769342169525
AD340,483.032519308149
AD341,407.5521464079399
AD342,349.9409576001977
AD343,91.42974133754666
AD344,1411.1494118427067
AD345,169.65042612225187
AD346,514.1071589476809
AD347,986.5964038993908
AD348,167.87825182066223
AD349,868.652212383367
AD350,681.1077523629349
AD351,601.4259085575459
AD352,504.7423248998908
AD353,374.9554822438176
AD354,346.78451897976754
AD355,1564.8979603740536
AD356,439.12195985112857
AD357,67.04092863183979
AD358,501.64672903315034
AD359,142.59446857896103
AD360,768.8641858859288
AD361,144.41701876637683
AD362,175.38696067191546
AD363,921.1760472909032
AD364,674.5574713726453
AD365,204.86723442556072
AD366,163.4609393615197
AD367,265.603396346471
AD368,152.61092529611045
AD369,411.07212138810587
AD370,561.5794823828408
AD371,57.198949116203494
AD372,1435.5359497399172
AD373,1414.5590183677277
AD374,218.75940000936265
AD375,785.4011933297297
AD376,679.7081095824509
AD377,1813.967537341952
AD378,264.07530230798596
AD379,1225.1999792339302
AD380,99.44509543075839
AD381,240.56887229311351
AD382,256.3803550293111
AD383,209.1317848846374
AD384,161.52631925726712
AD385,178.43084311099108
AD386,758.205590718082
AD387,292.94741894223785
AD388,893.9369019802789
AD389,706.2253842557815
AD390,606.0695924320278
AD391,765.2720677651059
AD392,914.646620366141
AD393,1367.1345629033021
AD394,129.86129866351888
AD395,337.20962857239704
AD396,167.46385681447072
AD397,965.3181780149584
AD398,404.24669897050546
AD399,1294.881287367209
AD400,198.34906332306952
AD401,838.9173411455313
AD402,206.74009826169703
AD403,739.8537718518071
AD404,1317.275149759297
AD405,313.4843253400888
AD406,281.9364351945898
AD407,480.6352883195242
AD408,329.45431725421264
AD409,54.642437397610934
AD410,260.29494642036116
AD411,1009.9079618764712
AD412,196.39530892005655
AD413,80.5200699493709
AD414,374.9533894939809
AD415,631.6554372267608
AD416,220.37939128581698
AD417,515.565041576885
AD418,345.5260897624793
AD419,480.6777341209102
AD420,171.92608537833615
AD421,636.4057854748319
AD422,43.66087708569495
AD423,892.8810493285853
AD424,349.3849643121229
AD425,561.7013576350432
AD426,313.274770269589
AD427,284.95784400730474
AD428,1190.7237959127183
AD429,279.3458847552142
AD430,277.4502214577892
AD431,502.0730134056208
AD432,349.5571435928149
AD433,1420.096471263445
AD434,429.2379376912533
AD435,594.1597919412018
AD436,76.8725269914076
AD437,242.9035004473377
AD438,502.5845617304026
AD439,79.86556161270852
AD440,78.06221351414041
AD441,442.3387991974377
AD442,345.4387660341723
AD443,470.44832664752755
AD444,280.8653026071927
AD445,976.110190556251
AD446,271.2503575229627
AD447,1130.232125625034
AD448,161.3288806082163
AD449,804.5695532318501
AD450,903.7532795776422
AD451,1142.7087907246728
AD452,641.7427495373172
AD453,383.9557760080903
AD454,502.92872030662454
AD455,709.057737825051
AD456,251.8838543523743
AD457,176.89581865271185
AD458,57.517337297032554
AD459,214.3758928912032
AD460,1609.274473479118
AD461,1433.9869361673527
AD462,564.2104906282697
AD463,1548.8466846033418
AD464,560.0716925946384
AD465,46.41101439959033
AD466,1313.4190612026327
AD467,1091.3004265529466
AD468,173.03703729470038
AD469,331.41242750570865
AD470,1478.9531256935916
AD471,403.75763850768993
AD472,550.9176869960716
AD473,200.34492396649057
AD474,676.8426560967755
AD475,938.3759125321426
AD476,1713.1276214971845
AD477,894.4610331892263
AD478,192.43341202868618
AD479,470.6725999111336
AD480,196.83911960253693
AD481,559.1903313010606
AD482,299.8250613648628
AD483,572.7011261203055
AD484,1355.0770416005382
AD485,1367.7540192611636
AD486,104.38026533177731
AD487,359.8960491365602
AD488,606.3198001939047
AD489,978.8612645917988
AD490,835.4699490059995
AD491,125.95875957511379
AD492,70.79868424624738
AD493,779.0782476342222
AD494,564.8511916689531
AD495,518.9608043178062
AD496,1220.8360673215748
AD497,452.50243518732645
AD498,452.50243518732645
AD499,452.50243518732645
AD500,452.50243518732645
AD501,452.50243518732645
AD502,452.50243518732645
AD503,452.50243518732645
AD504,452.50243518732645
AD505,452.50243518732645
AD506,1189.7951402753854
AD507,184.26627322097488
AD508,665.4017209175074
AD509,668.1479725406898
AD510,120.50842893998316
AD511,98.07890820579166
AD512,507.23637571278056
AD513,317.3597259268284
AD514,87.45486424710043
AD515,134.1139700630539
AD516,345.9053422166474
